,date,CallTypeId,lat,lon,address,geometry,index_right,zip,po_name
8,2020-05-03 16:32:00,911 Calls,36.093789,-86.83930600000001,5043 G HILLSBORO PIKE - W,POINT (-86.83930600000001 36.093789),44,37215,NASHVILLE
13,2020-05-03 16:33:00,911 Calls,36.097105,-86.83883399999999,5043 G HILLSBORO PKE - W,POINT (-86.83883399999999 36.097105),44,37215,NASHVILLE
14,2020-05-03 16:33:00,911 Calls,36.122221,-86.812119,2407 21ST AV S - SW,POINT (-86.812119 36.122221),44,37215,NASHVILLE
21,2020-05-03 16:35:00,911 Calls,36.100613,-86.804609,3901 GRANNY WHITE PIKE - SW,POINT (-86.804609 36.100613),44,37215,NASHVILLE
23,2020-05-03 16:35:00,911 Calls,36.095486,-86.827377,5043 HILLSBORO RD - W Sector,POINT (-86.827377 36.095486),44,37215,NASHVILLE
25,2020-05-03 16:35:00,911 Calls,36.095486,-86.8274,5043 G HILLSBORO PKE - W,POINT (-86.8274 36.095486),44,37215,NASHVILLE
42,2020-05-03 16:37:00,911 Calls,36.101997,-86.826432,2120 CRESTMOOR ROAD - SW SECTOR,POINT (-86.826432 36.101997),44,37215,NASHVILLE
45,2020-05-03 16:37:00,911 Calls,36.111889,-86.838148,WIRELESS CALLER,POINT (-86.838148 36.111889),44,37215,NASHVILLE
60,2020-05-03 16:42:00,911 Calls,36.05126,-86.82606700000001,WIRELESS CALLER,POINT (-86.82606700000001 36.05126),44,37215,NASHVILLE
115,2020-05-03 16:55:00,911 Calls,36.094626,-86.827912,WIRELESS CALLER,POINT (-86.827912 36.094626),44,37215,NASHVILLE
118,2020-05-03 16:55:00,911 Calls,36.109646999999995,-86.814373,2205 CRESTMOOR RD - SE,POINT (-86.814373 36.109647),44,37215,NASHVILLE
124,2020-05-03 16:56:00,911 Calls,36.109646999999995,-86.814373,2205 CRESTMOOR RD - SE,POINT (-86.814373 36.109647),44,37215,NASHVILLE
125,2020-05-03 16:57:00,911 Calls,36.109646000000005,-86.814369,2205 CRESTMOOR RD - SE,POINT (-86.814369 36.10964600000001),44,37215,NASHVILLE
137,2020-05-03 16:58:00,911 Calls,36.121953000000005,-86.814029,WIRELESS CALLER,POINT (-86.814029 36.121953),44,37215,NASHVILLE
139,2020-05-03 16:59:00,911 Calls,36.098371,-86.837075,WIRELESS CALLER,POINT (-86.837075 36.098371),44,37215,NASHVILLE
256,2020-05-03 17:24:00,911 Calls,36.080334,-86.814735,1478 GEORGETOWN CT - E,POINT (-86.814735 36.080334),44,37215,NASHVILLE
324,2020-05-03 17:43:00,911 Calls,36.114292,-86.797657,1525-C GALE LN - SECTOR SE,POINT (-86.797657 36.114292),44,37215,NASHVILLE
333,2020-05-03 17:44:00,911 Calls,36.065401,-86.838448,WIRELESS CALLER,POINT (-86.838448 36.065401),44,37215,NASHVILLE
416,2020-05-03 17:58:00,911 Calls,36.08997,-86.839928,4601 CARLTON DR - SECTOR SW,POINT (-86.839928 36.08997),44,37215,NASHVILLE
418,2020-05-03 17:59:00,911 Calls,36.095486,-86.8274,5043 G HILLSBORO PKE - W,POINT (-86.8274 36.095486),44,37215,NASHVILLE
501,2020-05-03 18:16:00,911 Calls,36.110237,-86.814247,3627 HOODS HILL RD,POINT (-86.81424699999999 36.110237),44,37215,NASHVILLE
503,2020-05-03 18:16:00,911 Calls,36.108048,-86.841173,WIRELESS CALLER,POINT (-86.841173 36.108048),44,37215,NASHVILLE
513,2020-05-03 18:18:00,911 Calls,36.085163,-86.812077,1476 B GEORGETOWN CT - N SECTOR,POINT (-86.812077 36.085163),44,37215,NASHVILLE
534,2020-05-03 18:23:00,911 Calls,36.098639,-86.817098,WIRELESS CALLER,POINT (-86.817098 36.098639),44,37215,NASHVILLE
541,2020-05-03 18:24:00,911 Calls,36.109840000000005,-86.839585,3822 WOODMONT LN,POINT (-86.839585 36.10984000000001),44,37215,NASHVILLE
547,2020-05-03 18:25:00,911 Calls,36.099476,-86.803386,3901 GRANNY WHITE PIKE - SW,POINT (-86.803386 36.099476),44,37215,NASHVILLE
561,2020-05-03 18:27:00,911 Calls,36.102158,-86.833727,5043 G HILLSBORO PIKE - N,POINT (-86.833727 36.102158),44,37215,NASHVILLE
562,2020-05-03 18:27:00,911 Calls,36.122178000000005,-86.81600300000001,2528 SHARONDALE DR. - E SECTOR,POINT (-86.81600300000001 36.12217800000001),44,37215,NASHVILLE
564,2020-05-03 18:27:00,911 Calls,36.109657,-86.814392,2205 CRESTMOOR RD - W,POINT (-86.814392 36.109657),44,37215,NASHVILLE
570,2020-05-03 18:29:00,911 Calls,36.103466,-86.816048,2209 CRESTMOOR RD - S Sector,POINT (-86.81604799999999 36.103466),44,37215,NASHVILLE
574,2020-05-03 18:29:00,911 Calls,36.103488,-86.816046,WIRELESS CALLER,POINT (-86.816046 36.103488),44,37215,NASHVILLE
578,2020-05-03 18:29:00,911 Calls,36.109646000000005,-86.814369,2205 CRESTMOOR RD - SE,POINT (-86.814369 36.10964600000001),44,37215,NASHVILLE
594,2020-05-03 18:32:00,911 Calls,36.109860999999995,-86.83977800000001,WIRELESS CALLER,POINT (-86.83977800000001 36.109861),44,37215,NASHVILLE
595,2020-05-03 18:32:00,911 Calls,36.125417999999996,-86.81478,2407 21ST AV S - SW,POINT (-86.81478 36.125418),44,37215,NASHVILLE
623,2020-05-03 18:37:00,911 Calls,36.066066,-86.824372,WIRELESS CALLER,POINT (-86.824372 36.066066),44,37215,NASHVILLE
625,2020-05-03 18:38:00,911 Calls,36.125417999999996,-86.81469399999999,2407 21ST AV S - SW,POINT (-86.81469399999999 36.125418),44,37215,NASHVILLE
627,2020-05-03 18:38:00,911 Calls,36.127499,-86.81665,2528 SHARONDALE DR - E SECTOR,POINT (-86.81665 36.127499),44,37215,NASHVILLE
661,2020-05-03 18:44:00,911 Calls,36.101621,-86.833813,5043 G HILLSBORO PIKE - N,POINT (-86.83381300000001 36.101621),44,37215,NASHVILLE
674,2020-05-03 18:46:00,911 Calls,36.10601,-86.80680100000001,2209 CRESTMOOR RD - E Sector,POINT (-86.80680100000001 36.10601),44,37215,NASHVILLE
677,2020-05-03 18:47:00,911 Calls,36.11411,-86.807785,1525 GALE LN - SW,POINT (-86.807785 36.11411),44,37215,NASHVILLE
689,2020-05-03 18:48:00,911 Calls,36.105988,-86.806798,WIRELESS CALLER,POINT (-86.806798 36.105988),44,37215,NASHVILLE
691,2020-05-03 18:49:00,911 Calls,36.112972,-86.795125,1525 GALE LN - SE,POINT (-86.795125 36.112972),44,37215,NASHVILLE
736,2020-05-03 18:55:00,911 Calls,36.083382,-86.843512,WIRELESS CALLER,POINT (-86.843512 36.083382),44,37215,NASHVILLE
768,2020-05-03 18:59:00,911 Calls,36.119903,-86.81611099999999,WIRELESS CALLER,POINT (-86.81611099999999 36.119903),44,37215,NASHVILLE
770,2020-05-03 18:59:00,911 Calls,36.080334,-86.814713,1478 GEORGETOWN CT - E,POINT (-86.814713 36.080334),44,37215,NASHVILLE
828,2020-05-03 19:10:00,911 Calls,36.08423,-86.850786,1406 OLD HICKORY BLVD - N,POINT (-86.850786 36.08423),44,37215,NASHVILLE
905,2020-05-03 19:24:00,911 Calls,36.100956,-86.818943,WIRELESS CALLER,POINT (-86.818943 36.100956),44,37215,NASHVILLE
927,2020-05-03 19:29:00,911 Calls,36.053653000000004,-86.86801700000001,1406 OLD HICKORY BLVD - SW,POINT (-86.86801700000001 36.053653),44,37215,NASHVILLE
939,2020-05-03 19:33:00,911 Calls,36.080334,-86.814735,1478 GEORGETOWN CT - E,POINT (-86.814735 36.080334),44,37215,NASHVILLE
964,2020-05-03 19:38:00,911 Calls,36.066946,-86.82625999999999,1406 OLD HICKORY BLVD - N,POINT (-86.82625999999999 36.066946),44,37215,NASHVILLE
1029,2020-05-03 19:55:00,911 Calls,36.116953,-86.801519,1525 GALE LN - SW,POINT (-86.801519 36.116953),44,37215,NASHVILLE
1066,2020-05-03 20:08:00,911 Calls,36.085978999999995,-86.812398,102 WOODMONT BLVD - SE SECTOR,POINT (-86.812398 36.08597899999999),44,37215,NASHVILLE
1072,2020-05-03 20:09:00,911 Calls,36.107801,-86.827226,WIRELESS CALLER,POINT (-86.827226 36.107801),44,37215,NASHVILLE
1079,2020-05-03 20:12:00,911 Calls,36.065497,-86.826882,1406 OLD HICKORY BLVD - N,POINT (-86.826882 36.065497),44,37215,NASHVILLE
1081,2020-05-03 20:12:00,911 Calls,36.110237,-86.81424399999999,3627 HOODS HILL RD,POINT (-86.81424399999999 36.110237),44,37215,NASHVILLE
1117,2020-05-03 20:19:00,911 Calls,36.124023,-86.829886,WIRELESS CALLER,POINT (-86.829886 36.124023),44,37215,NASHVILLE
1131,2020-05-03 20:25:00,911 Calls,36.092234000000005,-86.83840500000001,2205 CRESTMOOR RD - W,POINT (-86.83840500000001 36.092234),44,37215,NASHVILLE
1132,2020-05-03 20:25:00,911 Calls,36.110772999999995,-86.83827600000001,WIRELESS CALLER,POINT (-86.83827600000001 36.11077299999999),44,37215,NASHVILLE
1162,2020-05-03 20:31:00,911 Calls,36.105044,-86.840508,WIRELESS CALLER,POINT (-86.840508 36.105044),44,37215,NASHVILLE
1212,2020-05-03 20:51:00,911 Calls,36.112704,-86.799974,1525 GALE LN - SW,POINT (-86.79997400000001 36.112704),44,37215,NASHVILLE
1228,2020-05-03 20:58:00,911 Calls,36.073233,-86.84921999999999,WIRELESS CALLER,POINT (-86.84921999999999 36.073233),44,37215,NASHVILLE
1288,2020-05-03 21:25:00,911 Calls,36.106471,-86.84025,2205 CRESTMOOR RD - W,POINT (-86.84025 36.106471),44,37215,NASHVILLE
1297,2020-05-03 21:30:00,911 Calls,36.103081,-86.81021,WIRELESS CALLER,POINT (-86.81021 36.103081),44,37215,NASHVILLE
1303,2020-05-03 21:32:00,911 Calls,36.101760999999996,-86.826645,4108B HILLSBORO PIKE - SW,POINT (-86.826645 36.101761),44,37215,NASHVILLE
1315,2020-05-03 21:37:00,911 Calls,36.095077,-86.838748,WIRELESS CALLER,POINT (-86.838748 36.095077),44,37215,NASHVILLE
1331,2020-05-03 21:47:00,911 Calls,36.094959,-86.809824,WIRELESS CALLER,POINT (-86.80982400000001 36.094959),44,37215,NASHVILLE
1335,2020-05-03 21:50:00,911 Calls,36.095034000000005,-86.83838399999999,WIRELESS CALLER,POINT (-86.83838399999999 36.09503400000001),44,37215,NASHVILLE
1341,2020-05-03 21:54:00,911 Calls,36.088167,-86.841452,WIRELESS CALLER,POINT (-86.841452 36.088167),44,37215,NASHVILLE
1401,2020-05-03 22:20:00,911 Calls,36.113584,-86.82516600000001,2205 CRESTMOOR RD - W,POINT (-86.82516600000001 36.113584),44,37215,NASHVILLE
1506,2020-05-03 23:28:00,911 Calls,36.10985,-86.792979,WIRELESS CALLER,POINT (-86.792979 36.10985),44,37215,NASHVILLE
1542,2020-05-04 00:16:00,911 Calls,36.11132,-86.83415699999999,WIRELESS CALLER,POINT (-86.83415699999999 36.11132),44,37215,NASHVILLE
10,2020-05-03 16:32:00,911 Calls,36.111588,-86.888101,796 DAVIDSON DR - SE,POINT (-86.88810100000001 36.111588),32,37205,NASHVILLE
12,2020-05-03 16:33:00,911 Calls,36.113273,-86.84248199999999,2205 CRESTMOOR RD - W,POINT (-86.84248199999999 36.113273),32,37205,NASHVILLE
17,2020-05-03 16:34:00,911 Calls,36.111052,-86.8663,WIRELESS CALLER,POINT (-86.8663 36.111052),32,37205,NASHVILLE
20,2020-05-03 16:34:00,911 Calls,36.137391,-86.824951,WIRELESS CALLER,POINT (-86.824951 36.137391),32,37205,NASHVILLE
27,2020-05-03 16:35:00,911 Calls,36.1309,-86.859734,4400 HARDING PIKE - NW,POINT (-86.859734 36.1309),32,37205,NASHVILLE
36,2020-05-03 16:36:00,911 Calls,36.109014,-86.88883100000001,517 BROOK HOLLOW RD,POINT (-86.88883100000001 36.109014),32,37205,NASHVILLE
48,2020-05-03 16:37:00,911 Calls,36.104411999999996,-86.86752299999999,105 B LEAKE AVE - W Sector,POINT (-86.86752299999999 36.104412),32,37205,NASHVILLE
61,2020-05-03 16:42:00,911 Calls,36.125708,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.125708),32,37205,NASHVILLE
64,2020-05-03 16:43:00,911 Calls,36.125793,-86.847565,4400 HARDING PIKE - NW,POINT (-86.847565 36.125793),32,37205,NASHVILLE
66,2020-05-03 16:43:00,911 Calls,36.101684999999996,-86.871452,5801C OLD HARDING RD - SW,POINT (-86.87145200000001 36.101685),32,37205,NASHVILLE
73,2020-05-03 16:45:00,911 Calls,36.101684999999996,-86.871452,5801C OLD HARDING RD - SW,POINT (-86.87145200000001 36.101685),32,37205,NASHVILLE
92,2020-05-03 16:49:00,911 Calls,36.111664000000005,-86.854523,222 BELLE MEADE BLVD - W,POINT (-86.854523 36.111664),32,37205,NASHVILLE
96,2020-05-03 16:50:00,911 Calls,36.125793,-86.84756800000001,4400 HARDING PIKE - NW,POINT (-86.84756800000001 36.125793),32,37205,NASHVILLE
97,2020-05-03 16:51:00,911 Calls,36.118317,-86.893295,796 DAVIDSON DR - SE,POINT (-86.89329499999999 36.118317),32,37205,NASHVILLE
99,2020-05-03 16:51:00,911 Calls,36.101707,-86.871429,5801C OLD HARDING RD - SE,POINT (-86.87142900000001 36.101707),32,37205,NASHVILLE
102,2020-05-03 16:52:00,911 Calls,36.125708,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.125708),32,37205,NASHVILLE
169,2020-05-03 17:05:00,911 Calls,36.125793,-86.847565,4400 HARDING PIKE - NW,POINT (-86.847565 36.125793),32,37205,NASHVILLE
183,2020-05-03 17:08:00,911 Calls,36.118315,-86.893294,796 DAVIDSON DR - N,POINT (-86.893294 36.118315),32,37205,NASHVILLE
185,2020-05-03 17:09:00,911 Calls,36.101707,-86.87142800000001,5801C OLD HARDING RD - SE,POINT (-86.87142800000001 36.101707),32,37205,NASHVILLE
197,2020-05-03 17:11:00,911 Calls,36.125708,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.125708),32,37205,NASHVILLE
199,2020-05-03 17:11:00,911 Calls,36.125708,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.125708),32,37205,NASHVILLE
208,2020-05-03 17:14:00,911 Calls,36.12571,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.12571),32,37205,NASHVILLE
219,2020-05-03 17:17:00,911 Calls,36.101686,-86.87145,5801C OLD HARDING RD - SW,POINT (-86.87145 36.101686),32,37205,NASHVILLE
253,2020-05-03 17:24:00,911 Calls,36.125793,-86.847565,4400 HARDING PIKE - NW,POINT (-86.847565 36.125793),32,37205,NASHVILLE
265,2020-05-03 17:27:00,911 Calls,36.130534999999995,-86.82621800000001,4400 HARDING PIKE - E,POINT (-86.82621800000001 36.13053499999999),32,37205,NASHVILLE
266,2020-05-03 17:27:00,911 Calls,36.125793,-86.84756800000001,4400 HARDING PIKE - NW,POINT (-86.84756800000001 36.125793),32,37205,NASHVILLE
282,2020-05-03 17:33:00,911 Calls,36.130203,-86.858189,3201C ELKINS AVE - SW,POINT (-86.858189 36.130203),32,37205,NASHVILLE
290,2020-05-03 17:35:00,911 Calls,36.125793,-86.847565,4400 HARDING PIKE - NW,POINT (-86.847565 36.125793),32,37205,NASHVILLE
291,2020-05-03 17:36:00,911 Calls,36.13001,-86.860485,5706-B KNOB RD - SECTOR SE,POINT (-86.860485 36.13001),32,37205,NASHVILLE
293,2020-05-03 17:37:00,911 Calls,36.125708,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.125708),32,37205,NASHVILLE
298,2020-05-03 17:38:00,911 Calls,36.118317,-86.893295,796 DAVIDSON DR - N,POINT (-86.89329499999999 36.118317),32,37205,NASHVILLE
302,2020-05-03 17:38:00,911 Calls,36.12368,-86.877179,796 DAVIDSON DR - N,POINT (-86.877179 36.12368),32,37205,NASHVILLE
309,2020-05-03 17:40:00,911 Calls,36.129946000000004,-86.858618,4400 HARDING PIKE - NW,POINT (-86.85861800000001 36.129946),32,37205,NASHVILLE
315,2020-05-03 17:41:00,911 Calls,36.125793,-86.847565,4400 HARDING PIKE - NW,POINT (-86.847565 36.125793),32,37205,NASHVILLE
321,2020-05-03 17:42:00,911 Calls,36.125793,-86.84756800000001,4400 HARDING PIKE - NW,POINT (-86.84756800000001 36.125793),32,37205,NASHVILLE
322,2020-05-03 17:42:00,911 Calls,36.139108,-86.827011,200 32ND AVENUE - S SECTOR,POINT (-86.827011 36.139108),32,37205,NASHVILLE
335,2020-05-03 17:44:00,911 Calls,36.130546,-86.859584,102 WOODMONT BOULEVARD - N SECTOR,POINT (-86.859584 36.130546),32,37205,NASHVILLE
338,2020-05-03 17:44:00,911 Calls,36.130943,-86.85840400000001,5706-B KNOB RD - SECTOR SE,POINT (-86.85840400000001 36.130943),32,37205,NASHVILLE
353,2020-05-03 17:47:00,911 Calls,36.130846999999996,-86.85883299999999,5706-B KNOB RD - SECTOR SE,POINT (-86.85883299999999 36.130847),32,37205,NASHVILLE
361,2020-05-03 17:49:00,911 Calls,36.094519,-86.91462299999999,387 CHIMNEY HILL - NW SECTOR,POINT (-86.91462299999999 36.094519),32,37205,NASHVILLE
430,2020-05-03 18:01:00,911 Calls,36.130353,-86.83804,4400 HARDING PIKE - E,POINT (-86.83804000000001 36.130353),32,37205,NASHVILLE
437,2020-05-03 18:02:00,911 Calls,36.12571,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.12571),32,37205,NASHVILLE
460,2020-05-03 18:06:00,911 Calls,36.128166,-86.871666,1406 OLD HICKORY BLVD - N,POINT (-86.871666 36.128166),32,37205,NASHVILLE
464,2020-05-03 18:07:00,911 Calls,36.1178,-86.885891,708 C DAVIDSON RD - SECTOR SE,POINT (-86.885891 36.1178),32,37205,NASHVILLE
476,2020-05-03 18:10:00,911 Calls,36.134988,-86.822097,3319-B WEST END AV - SECTOR NW,POINT (-86.822097 36.134988),32,37205,NASHVILLE
482,2020-05-03 18:11:00,911 Calls,36.118317,-86.893295,796 DAVIDSON DR - W,POINT (-86.89329499999999 36.118317),32,37205,NASHVILLE
508,2020-05-03 18:17:00,911 Calls,36.102169,-86.87200899999999,2335 HARDING PLACE - SE SECTOR,POINT (-86.87200899999999 36.102169),32,37205,NASHVILLE
601,2020-05-03 18:34:00,911 Calls,36.129892,-86.868768,WIRELESS CALLER,POINT (-86.868768 36.129892),32,37205,NASHVILLE
605,2020-05-03 18:35:00,911 Calls,36.125771,-86.847656,4400 HARDING PIKE - SW,POINT (-86.847656 36.125771),32,37205,NASHVILLE
609,2020-05-03 18:36:00,911 Calls,36.124946,-86.838877,4400 HARDING PIKE - E,POINT (-86.838877 36.124946),32,37205,NASHVILLE
634,2020-05-03 18:39:00,911 Calls,36.094208,-86.91507299999999,WIRELESS CALLER,POINT (-86.91507299999999 36.094208),32,37205,NASHVILLE
638,2020-05-03 18:40:00,911 Calls,36.125643,-86.887715,7116 CHARLOTTE PKE - SECTOR NE,POINT (-86.887715 36.125643),32,37205,NASHVILLE
647,2020-05-03 18:42:00,911 Calls,36.131887,-86.837654,4400 HARDING PIKE - E,POINT (-86.837654 36.131887),32,37205,NASHVILLE
649,2020-05-03 18:42:00,911 Calls,36.130224,-86.83053000000001,WIRELESS CALLER,POINT (-86.83053000000001 36.130224),32,37205,NASHVILLE
693,2020-05-03 18:49:00,911 Calls,36.084315999999994,-86.885483,5801C OLD HARDING RD - SW,POINT (-86.88548299999999 36.08431599999999),32,37205,NASHVILLE
701,2020-05-03 18:50:00,911 Calls,36.132789,-86.86421899999999,WIRELESS CALLER,POINT (-86.86421899999999 36.132789),32,37205,NASHVILLE
702,2020-05-03 18:50:00,911 Calls,36.125708,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.125708),32,37205,NASHVILLE
706,2020-05-03 18:51:00,911 Calls,36.135020000000004,-86.831152,WIRELESS CALLER,POINT (-86.831152 36.13502),32,37205,NASHVILLE
727,2020-05-03 18:54:00,911 Calls,36.115376,-86.871836,WIRELESS CALLER,POINT (-86.871836 36.115376),32,37205,NASHVILLE
779,2020-05-03 19:00:00,911 Calls,36.101684999999996,-86.871452,5801C OLD HARDING RD - SW,POINT (-86.87145200000001 36.101685),32,37205,NASHVILLE
783,2020-05-03 19:01:00,911 Calls,36.104261,-86.89344399999999,5801C OLD HARDING RD - SW,POINT (-86.89344399999999 36.104261),32,37205,NASHVILLE
801,2020-05-03 19:05:00,911 Calls,36.130589,-86.858704,WIRELESS CALLER,POINT (-86.858704 36.130589),32,37205,NASHVILLE
808,2020-05-03 19:07:00,911 Calls,36.130772,-86.85883299999999,2100-B WEST END AV - SECTOR SW,POINT (-86.85883299999999 36.130772),32,37205,NASHVILLE
825,2020-05-03 19:10:00,911 Calls,36.129827,-86.816711,2407 21ST AV S - SW,POINT (-86.816711 36.129827),32,37205,NASHVILLE
835,2020-05-03 19:12:00,911 Calls,36.10498,-86.893401,5801C OLD HARDING RD - SW,POINT (-86.893401 36.10498),32,37205,NASHVILLE
843,2020-05-03 19:14:00,911 Calls,36.101718,-86.903336,222 BELLE MEADE BLVD - W,POINT (-86.903336 36.101718),32,37205,NASHVILLE
850,2020-05-03 19:16:00,911 Calls,36.129098,-86.840744,4400 HARDING PIKE - E,POINT (-86.840744 36.129098),32,37205,NASHVILLE
851,2020-05-03 19:16:00,911 Calls,36.111664000000005,-86.854523,222 BELLE MEADE BLVD - W,POINT (-86.854523 36.111664),32,37205,NASHVILLE
854,2020-05-03 19:16:00,911 Calls,36.101428000000006,-86.903014,222 BELLE MEADE BLVD - W,POINT (-86.903014 36.10142800000001),32,37205,NASHVILLE
949,2020-05-03 19:35:00,911 Calls,36.131426,-86.834221,WIRELESS CALLER,POINT (-86.834221 36.131426),32,37205,NASHVILLE
953,2020-05-03 19:36:00,911 Calls,36.129248,-86.873188,1478 GEORGETOWN CT - NW,POINT (-86.873188 36.129248),32,37205,NASHVILLE
965,2020-05-03 19:38:00,911 Calls,36.125997,-86.831002,WIRELESS CALLER,POINT (-86.831002 36.125997),32,37205,NASHVILLE
983,2020-05-03 19:44:00,911 Calls,36.130568,-86.85906899999999,4400 HARDING PIKE - NW,POINT (-86.85906899999999 36.130568),32,37205,NASHVILLE
989,2020-05-03 19:45:00,911 Calls,36.137465999999996,-86.82467199999999,WIRELESS CALLER,POINT (-86.82467199999999 36.137466),32,37205,NASHVILLE
1001,2020-05-03 19:48:00,911 Calls,36.104518,-86.86733000000001,105 LEAKE AV,POINT (-86.86733000000001 36.104518),32,37205,NASHVILLE
1049,2020-05-03 20:03:00,911 Calls,36.101719,-86.871452,5801C OLD HARDING RD - N,POINT (-86.87145200000001 36.101719),32,37205,NASHVILLE
1059,2020-05-03 20:06:00,911 Calls,36.12571,-86.847374,4400 HARDING PIKE - E,POINT (-86.847374 36.12571),32,37205,NASHVILLE
1067,2020-05-03 20:08:00,911 Calls,36.104518,-86.86733000000001,105 LEAKE AV,POINT (-86.86733000000001 36.104518),32,37205,NASHVILLE
1099,2020-05-03 20:15:00,911 Calls,36.108734999999996,-86.88853,708 DAVIDSON RD. - SW SECTOR,POINT (-86.88853 36.108735),32,37205,NASHVILLE
1105,2020-05-03 20:17:00,911 Calls,36.09453,-86.870334,5801C OLD HARDING RD - SE,POINT (-86.870334 36.09453),32,37205,NASHVILLE
1109,2020-05-03 20:17:00,911 Calls,36.124206,-86.89456,WIRELESS CALLER,POINT (-86.89456 36.124206),32,37205,NASHVILLE
1138,2020-05-03 20:27:00,911 Calls,36.130182,-86.85838199999999,4400 HARDING PIKE - NW,POINT (-86.85838199999999 36.130182),32,37205,NASHVILLE
1183,2020-05-03 20:39:00,911 Calls,36.101719,-86.87140699999999,5801C OLD HARDING RD - SW,POINT (-86.87140699999999 36.101719),32,37205,NASHVILLE
1185,2020-05-03 20:40:00,911 Calls,36.092974,-86.885633,5801C OLD HARDING RD - SW,POINT (-86.885633 36.092974),32,37205,NASHVILLE
1189,2020-05-03 20:42:00,911 Calls,36.092652,-86.86179399999999,5801C OLD HARDING RD - SE,POINT (-86.86179399999999 36.092652),32,37205,NASHVILLE
1199,2020-05-03 20:46:00,911 Calls,36.118594,-86.842761,1478 GEORGETOWN CT - NW,POINT (-86.842761 36.118594),32,37205,NASHVILLE
1208,2020-05-03 20:49:00,911 Calls,36.101707,-86.871429,5801C OLD HARDING RD - SE,POINT (-86.87142900000001 36.101707),32,37205,NASHVILLE
1214,2020-05-03 20:52:00,911 Calls,36.089315,-86.852696,5801C OLD HARDING RD - SE,POINT (-86.85269599999999 36.089315),32,37205,NASHVILLE
1220,2020-05-03 20:55:00,911 Calls,36.118702,-86.842439,1478 GEORGETOWN CT - NW,POINT (-86.842439 36.118702),32,37205,NASHVILLE
1234,2020-05-03 21:00:00,911 Calls,36.130728999999995,-86.858962,2100-B WEST END AV - SECTOR SW,POINT (-86.85896200000001 36.130729),32,37205,NASHVILLE
1247,2020-05-03 21:07:00,911 Calls,36.098907000000004,-86.861451,WIRELESS CALLER,POINT (-86.861451 36.098907),32,37205,NASHVILLE
1251,2020-05-03 21:08:00,911 Calls,36.130568,-86.858962,WIRELESS CALLER,POINT (-86.85896200000001 36.130568),32,37205,NASHVILLE
1267,2020-05-03 21:16:00,911 Calls,36.122832,-86.84982099999999,102 WOODMONT BOULEVARD - SW SECTOR,POINT (-86.84982099999999 36.122832),32,37205,NASHVILLE
1292,2020-05-03 21:26:00,911 Calls,36.131963,-86.837847,4400 HARDING PIKE - E,POINT (-86.837847 36.131963),32,37205,NASHVILLE
1363,2020-05-03 22:04:00,911 Calls,36.103156,-86.864476,5801C OLD HARDING RD - SE,POINT (-86.864476 36.103156),32,37205,NASHVILLE
1407,2020-05-03 22:23:00,911 Calls,36.125417999999996,-86.846602,4400B HARDING PKE - SE,POINT (-86.846602 36.125418),32,37205,NASHVILLE
1430,2020-05-03 22:29:00,911 Calls,36.103778000000005,-86.872587,102 WOODMONT BOULEVARD - SW SECTOR,POINT (-86.872587 36.10377800000001),32,37205,NASHVILLE
1488,2020-05-03 23:03:00,911 Calls,36.103349,-86.86439,5801C OLD HARDING RD - SE,POINT (-86.86439 36.103349),32,37205,NASHVILLE
1495,2020-05-03 23:11:00,911 Calls,36.117264,-86.840937,4400B HARDING PKE - SE,POINT (-86.840937 36.117264),32,37205,NASHVILLE
1501,2020-05-03 23:19:00,911 Calls,36.117264,-86.841044,4400B HARDING PKE - SE,POINT (-86.841044 36.117264),32,37205,NASHVILLE
11,2020-05-03 16:32:00,911 Calls,36.173944,-86.759934,WIRELESS CALLER,POINT (-86.759934 36.173944),13,37206,NASHVILLE
71,2020-05-03 16:44:00,911 Calls,36.16401,-86.759119,755 S 5TH ST - E,POINT (-86.759119 36.16401),13,37206,NASHVILLE
116,2020-05-03 16:55:00,911 Calls,36.185049,-86.748283,1051G CHICAMAUGA AVE - NE,POINT (-86.748283 36.185049),13,37206,NASHVILLE
203,2020-05-03 17:13:00,911 Calls,36.186948,-86.752574,861 GRANADA AVE - SE SECTOR,POINT (-86.752574 36.186948),13,37206,NASHVILLE
207,2020-05-03 17:14:00,911 Calls,36.174403999999996,-86.72708100000001,254 RIVERSIDE DR - N,POINT (-86.72708100000001 36.174404),13,37206,NASHVILLE
218,2020-05-03 17:17:00,911 Calls,36.174385,-86.727127,254 RIVERSIDE DR - W,POINT (-86.727127 36.174385),13,37206,NASHVILLE
288,2020-05-03 17:35:00,911 Calls,36.194866,-86.729035,2002 CAHAL AVE - N,POINT (-86.729035 36.194866),13,37206,NASHVILLE
356,2020-05-03 17:48:00,911 Calls,36.194008000000004,-86.729225,WIRELESS CALLER,POINT (-86.729225 36.194008),13,37206,NASHVILLE
